Domain	siteID	Latitude	Longitude	elevation(m)	NLCDC	plotID	Date	boutNumber	LichenIndex	PercentCanopyCover	precipCalcium	precipMagnesium	precipPotassium	precipSodium	precipAmmonium	precipNitrate	precipSulfate	precipPhosphate	precipChloride	precipBromide	pH	precipConductivity
D08	LENO	31.818791	-88.194684	12	woodyWetlands	LENO_019	7/2/2019	1	2	98	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.824782	-88.192503	14.8	woodyWetlands	LENO_020	7/2/2019	1	1	96	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.83445	-88.170168	20.1	deciduousForest	LENO_021	7/9/2019	1	2	96	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.815459	-88.204159	17	deciduousForest	LENO_022	7/1/2019	1	5	95	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.819972	-88.185189	12	deciduousForest	LENO_024	7/8/2019	1	3.5	93	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.816111	-88.194651	10.6	woodyWetlands	LENO_025	7/8/2019	1	1	97	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.82511	-88.1859	13.6	woodyWetlands	LENO_026	7/3/2019	1	1	80	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.817949	-88.202248	15.1	deciduousForest	LENO_027	7/1/2019	1	2.5	96	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.818801	-88.196903	15.7	woodyWetlands	LENO_028	7/2/2019	1	4	96	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.830931	-88.171036	12.8	deciduousForest	LENO_029	7/9/2019	1	1.5	61	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.857548	-88.163273	13.7	woodyWetlands	LENO_061	7/10/2019	1	4	96	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.857053	-88.161742	11.3	woodyWetlands	LENO_062	7/10/2019	1	4.5	97	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D08	LENO	31.85541	-88.160398	12.1	deciduousForest	LENO_063	7/10/2019	1	4	95	0.076571429	0.023	0.02	0.152571429	0.112571429	0.5446	0.4514	0.0023	0.249142857	0.001714286	5.091	6.571
D07	MLBS	37.360694	-80.524985	1312.6	deciduousForest	MLBS_001	8/8/2019	1	5.5	76	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.372044	-80.524241	1177.5	deciduousForest	MLBS_002	8/6/2019	1	7	82	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.429337	-80.511885	895.5	deciduousForest	MLBS_004	8/14/2019	1	3.5	89	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.363102	-80.521592	1268.7	deciduousForest	MLBS_005	8/22/2019	1	4	80	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.426855	-80.499073	942.2	deciduousForest	MLBS_008	8/20/2019	1	4	89	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.359447	-80.521145	1287.8	deciduousForest	MLBS_011	8/7/2019	1	5.5	86	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.357282	-80.522507	1285.7	deciduousForest	MLBS_012	8/7/2019	1	21.5	76	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.417096	-80.557334	788.5	deciduousForest	MLBS_014	8/12/2019	1	3	90	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.414692	-80.568193	790.9	deciduousForest	MLBS_015	8/13/2019	1	6	93	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.415017	-80.574951	764.1	deciduousForest	MLBS_016	8/12/2019	1	4.5	89	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.358817	-80.526049	1318.1	deciduousForest	MLBS_017	8/8/2019	1	9	72	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.426262	-80.489213	978.8	deciduousForest	MLBS_018	8/21/2019	1	3	85	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.424353	-80.551222	788	deciduousForest	MLBS_019	8/1/2019	1	2.5	87	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.42637	-80.516309	912.6	deciduousForest	MLBS_021	8/20/2019	1	11.5	89	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.363752	-80.526186	1251.7	deciduousForest	MLBS_022	8/22/2019	1	6.5	80	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.428206	-80.504097	911.8	deciduousForest	MLBS_023	8/19/2019	1	2.5	99	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.360507	-80.521131	1291.5	deciduousForest	MLBS_024	8/7/2019	1	4	84	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.410666	-80.573293	829.9	deciduousForest	MLBS_026	8/14/2019	1	3	86	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.414977	-80.570559	778.6	deciduousForest	MLBS_027	8/13/2019	1	4	91	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.427892	-80.490557	943.8	deciduousForest	MLBS_028	8/21/2019	1	3	86	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D07	MLBS	37.412016	-80.572257	806.9	deciduousForest	MLBS_029	8/14/2019	1	4.5	73	0.1298	0.0183	0.017	0.0623	0.1844	0.6002	0.3702	0.004	0.0806	0.0006	5.411	5.23
D13	MOAB	38.257569	-109.413674	1799.4	shrubScrub	MOAB_001	5/22/2019	1	0.5	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.210793	-109.414698	1773.5	shrubScrub	MOAB_002	5/21/2019	1	0.5	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.261287	-109.349483	2006.8	evergreenForest	MOAB_003	5/21/2019	1	7.5	26	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.23327	-109.397418	1762.7	shrubScrub	MOAB_004	5/7/2019	1	0	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.210931	-109.403724	1768.1	shrubScrub	MOAB_005	5/21/2019	1	1	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.236381	-109.406596	1760.7	shrubScrub	MOAB_006	5/22/2019	1	0.5	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.265495	-109.34184	1996.4	shrubScrub	MOAB_007	5/21/2019	1	2.5	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.258224	-109.423273	1793.4	shrubScrub	MOAB_009	5/22/2019	1	0	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.255191	-109.37809	1815.7	shrubScrub	MOAB_010	5/22/2019	1	0	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.265111	-109.411809	1816.4	shrubScrub	MOAB_011	5/22/2019	1	3	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.241794	-109.387983	1803.2	shrubScrub	MOAB_012	5/22/2019	1	1	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.233755	-109.392955	1768.3	shrubScrub	MOAB_013	5/21/2019	1	0	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.230419	-109.405372	1734.2	shrubScrub	MOAB_014	5/21/2019	1	1	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.254257	-109.427818	1774.9	shrubScrub	MOAB_015	5/22/2019	1	1	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.206371	-109.407265	1767.8	shrubScrub	MOAB_016	5/21/2019	1	0	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.252302	-109.384307	1793.8	shrubScrub	MOAB_017	5/22/2019	1	0.5	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.232317	-109.406017	1738.9	shrubScrub	MOAB_018	5/21/2019	1	0	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.272958	-109.411628	1821.6	shrubScrub	MOAB_019	5/22/2019	1	3	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.244552	-109.391355	1795.7	shrubScrub	MOAB_020	5/22/2019	1	0	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.204613	-109.39737	1771.3	shrubScrub	MOAB_021	5/21/2019	1	2	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.232157	-109.374145	1762	shrubScrub	MOAB_022	5/21/2019	1	0	3	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.234398	-109.380261	1781.3	shrubScrub	MOAB_023	5/21/2019	1	0	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.26229	-109.344633	2018.6	evergreenForest	MOAB_024	5/21/2019	1	4.5	27	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.26937	-109.347608	2037.1	evergreenForest	MOAB_025	5/20/2019	1	3	21	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.275017	-109.346441	1999.4	evergreenForest	MOAB_026	5/20/2019	1	2.5	18	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.278602	-109.351155	2010.8	evergreenForest	MOAB_027	5/20/2019	1	3	20	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.270215	-109.350313	2010.2	evergreenForest	MOAB_028	5/20/2019	1	6.5	23	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.275589	-109.348839	2008.4	evergreenForest	MOAB_029	5/20/2019	1	2.5	27	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.266333	-109.34424	2008.2	evergreenForest	MOAB_030	5/20/2019	1	2.5	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.24454	-109.389977	1798.6	shrubScrub	MOAB_044	5/22/2019	1	0.5	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.2459	-109.390298	1796.8	shrubScrub	MOAB_045	5/22/2019	1	1	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.248085	-109.392293	1792.2	shrubScrub	MOAB_046	5/23/2019	1	2.5	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	MOAB	38.256873	-109.422623	1790.6	shrubScrub	MOAB_076	5/22/2019	1	2	0	0.800166667	0.25	4.711	1.784166667	17.03016667	0.9745	4.90867	8.506	2.871333333	0.007666667	6.235	130.75
D13	NIWO	40.042344	-105.558975	3213.5	evergreenForest	NIWO_001	8/8/2019	1	10.5	57	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D13	NIWO	40.050779	-105.548151	3214.4	evergreenForest	NIWO_014	8/8/2019	1	7	41	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D13	NIWO	40.048377	-105.542505	3110	evergreenForest	NIWO_016	8/8/2019	1	18.5	54	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D13	NIWO	40.052498	-105.584022	3476.4	grasslandHerbaceous	NIWO_018	8/26/2019	1	30	0	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D13	NIWO	40.046996	-105.547411	3083.5	evergreenForest	NIWO_019	8/8/2019	1	11.5	58	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D13	NIWO	40.0413	-105.554781	3154.9	evergreenForest	NIWO_020	8/8/2019	1	28.5	63	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D13	NIWO	40.038857	-105.557196	3135.6	evergreenForest	NIWO_022	8/8/2019	1	79	59	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D13	NIWO	40.057323	-105.593573	3579.9	grasslandHerbaceous	NIWO_028	8/19/2019	1	60.5	0	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D13	NIWO	40.058366	-105.595337	3580.2	grasslandHerbaceous	NIWO_030	8/19/2019	1	33	0	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D13	NIWO	40.046551	-105.584709	3364	evergreenForest	NIWO_040	8/1/2019	1	9.5	51	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D13	NIWO	40.050349	-105.582965	3425.6	shrubScrub	NIWO_041	8/5/2019	1	12	0	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D13	NIWO	40.04845	-105.584355	3412.5	grasslandHerbaceous	NIWO_042	8/1/2019	1	25.5	0	0.264666667	0.037	0.051777778	0.061777778	0.366727273	1.3909	0.62991	0.0095	0.112545455	0.002272727	5.85375	6.1625
D09	NOGP	46.798586	-100.911965	553.7	grasslandHerbaceous	NOGP_002	7/3/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.783513	-100.907936	559.3	grasslandHerbaceous	NOGP_008	7/3/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.779813	-100.920393	571.6	grasslandHerbaceous	NOGP_011	7/1/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.774433	-100.919404	568.3	grasslandHerbaceous	NOGP_013	7/2/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.80763	-100.903673	528	grasslandHerbaceous	NOGP_014	7/3/2019	1	68.5	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.781753	-100.917702	552.8	grasslandHerbaceous	NOGP_016	7/1/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.792018	-100.916884	557.2	grasslandHerbaceous	NOGP_017	7/9/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.791632	-100.90823	545.7	grasslandHerbaceous	NOGP_019	7/3/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.779953	-100.91172	565.1	grasslandHerbaceous	NOGP_020	7/8/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.786461	-100.910403	543.8	grasslandHerbaceous	NOGP_023	7/2/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.801135	-100.904617	539.1	grasslandHerbaceous	NOGP_028	7/8/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.789517	-100.921117	574.9	grasslandHerbaceous	NOGP_029	7/2/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D09	NOGP	46.791118	-100.921568	569.9	grasslandHerbaceous	NOGP_030	7/8/2019	1	0	0	0.436375	0.081	0.04775	0.076	0.458	0.8169	0.589375	0.0136	0.05375	0.000875	6.365	7.5125
D11	OAES	35.412699	-99.058259	515.1	grasslandHerbaceous	OAES_001	10/8/2019	2	0.5	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.412139	-99.069792	510.5	grasslandHerbaceous	OAES_003	10/8/2019	2	0.5	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.419991	-99.057264	519.4	shrubScrub	OAES_007	10/8/2019	2	1	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.395379	-99.063188	493.6	grasslandHerbaceous	OAES_008	10/9/2019	2	0	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.399175	-99.06056	498.2	grasslandHerbaceous	OAES_010	10/9/2019	2	0	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.400509	-99.069797	489.4	grasslandHerbaceous	OAES_011	10/11/2019	2	0	16	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.402943	-99.064829	507.4	grasslandHerbaceous	OAES_012	10/14/2019	2	2	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.408094	-99.058566	518.7	grasslandHerbaceous	OAES_013	10/9/2019	2	0	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.399702	-99.057894	507.9	grasslandHerbaceous	OAES_014	10/9/2019	2	0	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.421331	-99.052968	520.5	grasslandHerbaceous	OAES_015	10/16/2019	2	0	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.410784	-99.069142	511.3	grasslandHerbaceous	OAES_016	10/17/2019	2	1	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.409965	-99.061216	512.4	grasslandHerbaceous	OAES_017	10/15/2019	2	1	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.416194	-99.052287	522.5	grasslandHerbaceous	OAES_018	10/16/2019	2	1.5	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.401617	-99.05625	513.8	grasslandHerbaceous	OAES_020	10/15/2019	2	0	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.411053	-99.06485	504.8	shrubScrub	OAES_022	10/17/2019	2	1.5	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.413507	-99.056933	521.4	shrubScrub	OAES_023	10/15/2019	2	1	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.41945	-99.058899	518	shrubScrub	OAES_024	10/17/2019	2	1.5	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.408361	-99.073776	493.2	shrubScrub	OAES_026	10/18/2019	2	0	13	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.411886	-99.055596	521.1	shrubScrub	OAES_027	10/15/2019	2	1.5	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.416198	-99.058897	517.1	shrubScrub	OAES_028	10/17/2019	2	3	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.41564	-99.04997	512.1	shrubScrub	OAES_029	10/16/2019	2	0.5	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.409948	-99.071457	503.8	shrubScrub	OAES_030	10/18/2019	2	1.5	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.408887	-99.056266	519.8	shrubScrub	OAES_042	10/10/2019	2	2.5	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.405108	-99.058568	514.2	grasslandHerbaceous	OAES_043	10/10/2019	2	1.5	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D11	OAES	35.404309	-99.059225	510.5	shrubScrub	OAES_044	10/10/2019	2	0	0	0.562636364	0.043	0.055363636	0.127818182	0.656833333	1.2553	0.84308	0.0087	0.162333333	0.002666667	6.296363636	9.3182
D15	ONAQ	40.193323	-112.464547	1688.4	shrubScrub	ONAQ_002	6/12/2019	1	3	0	1.045428571	0.351	6.968571429	3.917428571	32.8345	0.6803	8.41943	10.0191	5.862	0.007285714	7.197142857	265.64
D15	ONAQ	40.205921	-112.430276	1610.9	shrubScrub	ONAQ_003	6/13/2019	1	3	0	1.045428571	0.351	6.968571429	3.917428571	32.8345	0.6803	8.41943	10.0191	5.862	0.007285714	7.197142857	265.64
D15	ONAQ	40.185937	-112.472482	1714.1	shrubScrub	ONAQ_004	6/5/2019	1	3	0	1.045428571	0.351	6.968571429	3.917428571	32.8345	0.6803	8.41943	10.0191	5.862	0.007285714	7.197142857	265.64
D15	ONAQ	40.180774	-112.431855	1614.7	shrubScrub	ONAQ_005	6/5/2019	1	3	0	1.045428571	0.351	6.968571429	3.917428571	32.8345	0.6803	8.41943	10.0191	5.862	0.007285714	7.197142857	265.64
D15	ONAQ	40.212498	-112.467435	1705.7	shrubScrub	ONAQ_007	6/27/2019	1	3	0	1.045428571	0.351	6.968571429	3.917428571	32.8345	0.6803	8.41943	10.0191	5.862	0.007285714	7.197142857	265.64
D15	ONAQ	40.158539	-112.521575	1796.1	evergreenForest	ONAQ_008	6/19/2019	1	2	0	1.045428571	0.351	6.968571429	3.917428571	32.8345	0.6803	8.41943	10.0191	5.862	0.007285714	7.197142857	265.64
